timestamp,std
1658361686000,9.616791927693738e-06
1658361687000,1.1830823938411744e-05
1658361688000,1.1723404310043518e-05
1658361689000,1.1732543958807929e-05
1658361690000,1.1301628550299622e-05
1658361691000,1.0695259296929457e-05
1658361692000,9.170145652056216e-06
1658361693000,7.47409318683895e-06
1658361694000,5.350948800099078e-06
1658361695000,5.402545696248269e-06
1658361696000,5.412017235337032e-06
1658361697000,4.090036070956614e-06
1658361698000,3.4058772731827104e-06
1658361699000,3.66798059327388e-06
1658361700000,3.809895815167318e-06
1658361701000,3.863090652280403e-06
1658361702000,3.831262380541719e-06
1658361703000,3.6027200608317984e-06
1658361704000,3.3685217492987807e-06
1658361705000,2.980378006430999e-06
1658361706000,6.236095644629473e-07
1658361707000,3.726779962503377e-07
1658361708000,3.856946079203207e-07
1658361709000,5.142594772270944e-07
1658361710000,1.5860503004509621e-06
1658361711000,2.9249881291291518e-06
1658361712000,3.1788776569542296e-06
1658361713000,3.493939389390129e-06
1658361714000,3.718466030416276e-06
1658361715000,3.858213725128546e-06
1658361716000,3.922254841919815e-06
1658361717000,3.833019895913881e-06
1658361718000,3.6480074667534704e-06
1658361719000,3.6819958481221128e-06
1658361720000,3.225992063441121e-06
1658361721000,2.0106962496339698e-06
1658361722000,1.7735839421934029e-06
1658361723000,1.6904437287309259e-06
1658361724000,1.6888075692401619e-06
1658361725000,1.685083432013141e-06
1658361726000,1.679710859473801e-06
1658361727000,1.6730357890648734e-06
1658361728000,1.7234481378775584e-06
1658361729000,1.4472990555573536e-06
1658361730000,1.2901159223007254e-06
1658361731000,1.4764588703557274e-06
1658361732000,1.464126803521702e-06
1658361733000,1.5164388470571779e-06
1658361734000,1.8444295700742494e-06
1658361735000,2.1973401762478738e-06
1658361736000,2.20771905764699e-06
1658361737000,2.214817783590135e-06
1658361738000,2.0920189315289918e-06
1658361739000,2.6489890254846615e-06
1658361740000,3.1901936681227345e-06
1658361741000,4.91767404425318e-06
1658361742000,5.693906333058116e-06
1658361743000,6.301148665576975e-06
1658361744000,7.459818287925675e-06
1658361745000,7.529366376041595e-06
1658361746000,7.322288727474241e-06
1658361747000,7.959947749551186e-06
1658361748000,7.054473436277504e-06
1658361749000,7.869332881509738e-06
1658361750000,1.0366969105913751e-05
1658361751000,9.650068877707214e-06
1658361752000,9.218640536076147e-06
1658361753000,8.676097798455128e-06
1658361754000,8.161941187649115e-06
1658361755000,7.5400312337506575e-06
1658361756000,6.424951361684414e-06
1658361757000,6.965933870910649e-06
1658361758000,9.711916888024281e-06
1658361759000,9.368444209876635e-06
1658361760000,8.29628253196174e-06
1658361761000,7.75213927024602e-06
1658361762000,8.252840420121655e-06
1658361763000,1.0451477383670489e-05
1658361764000,1.1585955938117713e-05
1658361765000,1.1209475623329174e-05
1658361766000,1.1527863304755643e-05
1658361767000,9.66397433771417e-06
1658361768000,8.401469595139997e-06
1658361769000,7.73956030087147e-06
1658361770000,7.544854155604089e-06
1658361771000,7.366581902458712e-06
1658361772000,5.669267110408441e-06
1658361773000,4.618090374967452e-06
1658361774000,1.533313192409435e-05
1658361775000,2.1139086295007634e-05
1658361776000,2.0721820903260112e-05
1658361777000,2.2492509732689384e-05
1658361778000,2.101340412442626e-05
1658361779000,2.0300161005786532e-05
1658361780000,1.8605858316838206e-05
1658361781000,1.7561508487617664e-05
1658361782000,1.6797524454552183e-05
1658361783000,1.5658320165259953e-05
1658361784000,1.3733695788096749e-05
1658361785000,1.3591025580557188e-05
1658361786000,1.4679472523910533e-05
1658361787000,1.6353542530201913e-05
1658361788000,1.3882003608523235e-05
1658361789000,1.30960365316964e-05
1658361790000,1.1425469112376772e-05
1658361791000,9.6046744052896e-06
1658361792000,8.933097884393944e-06
1658361793000,9.35936072262055e-06
1658361794000,8.741183216458762e-06
1658361795000,7.178189186697267e-06
1658361796000,4.53688586293881e-06
1658361797000,4.458311699499028e-06
1658361798000,6.341569280959044e-06
1658361799000,7.666202525178715e-06
1658361800000,8.529603286873354e-06
1658361801000,9.269607318260601e-06
1658361802000,8.946926846691251e-06
1658361803000,9.004461805684089e-06
1658361804000,7.964520936630354e-06
1658361805000,6.670987750125411e-06
1658361806000,5.989077359579755e-06
1658361807000,8.71573099841553e-06
1658361808000,9.919249219496722e-06
1658361809000,1.1590357582442939e-05
1658361810000,1.2699880867507789e-05
1658361811000,1.4066570383959603e-05
1658361812000,1.4460671005081033e-05
1658361813000,1.476187635675499e-05
1658361814000,1.6363037377161898e-05
1658361815000,1.6796122748091994e-05
1658361816000,1.619015422255071e-05
1658361817000,1.061025447385739e-05
1658361818000,8.744931629298698e-06
1658361819000,6.815629547038417e-06
1658361820000,5.797102724637727e-06
1658361821000,5.186799838242159e-06
1658361822000,4.4988887516822425e-06
1658361823000,4.093897898093737e-06
1658361824000,2.7525240941550437e-06
1658361825000,2.930020108448813e-06
1658361826000,5.641848086131798e-06
1658361827000,5.861687043846482e-06
1658361828000,5.942349992847636e-06
1658361829000,5.902949411429661e-06
1658361830000,6.212848056153416e-06
1658361831000,6.502860696018383e-06
1658361832000,8.876214851085095e-06
1658361833000,9.176900399653528e-06
1658361834000,9.955702003350453e-06
1658361835000,1.100686242342211e-05
1658361836000,1.1850131034563318e-05
1658361837000,1.375493456371585e-05
1658361838000,1.4437089324271301e-05
1658361839000,1.578829892232076e-05
1658361840000,1.5718122571179898e-05
1658361841000,1.5117423928023554e-05
1658361842000,1.372218751210398e-05
1658361843000,1.2884073212217527e-05
1658361844000,1.1968500022542253e-05
1658361845000,1.1340462677949942e-05
1658361846000,1.0096331398437343e-05
1658361847000,8.017301407168062e-06
1658361848000,7.558649005733799e-06
1658361849000,8.250107406069299e-06
1658361850000,7.683292966287766e-06
1658361851000,1.0921902143333872e-05
1658361852000,1.1542280740771385e-05
1658361853000,1.1494816686556819e-05
1658361854000,1.1058035097723186e-05
1658361855000,1.0539219525817562e-05
1658361856000,1.0105651043178783e-05
1658361857000,9.387432584712088e-06
1658361858000,8.716609028696768e-06
1658361859000,8.610100468782262e-06
1658361860000,6.147190124647522e-06
1658361861000,5.442916897456115e-06
1658361862000,5.872417922889736e-06
1658361863000,5.630320712191313e-06
1658361864000,5.611328411910825e-06
1658361865000,5.694084675701029e-06
1658361866000,6.0872301129043744e-06
1658361867000,5.591467333533244e-06
1658361868000,5.276791145515184e-06
1658361869000,5.916782085670279e-06
1658361870000,6.31394622680797e-06
1658361871000,1.1181195746145365e-05
1658361872000,1.1614880306346218e-05
1658361873000,1.1805177771732944e-05
1658361874000,1.1628826269623132e-05
1658361875000,1.1640625699104506e-05
1658361876000,1.0490334976939775e-05
1658361877000,9.31025449917468e-06
1658361878000,8.901114201476085e-06
1658361879000,8.78376718412656e-06
1658361880000,8.562708636193083e-06
1658361881000,6.040545112421225e-06
1658361882000,6.128008667942799e-06
1658361883000,8.405260257719364e-06
1658361884000,1.1898058649288622e-05
1658361885000,2.0827233821106363e-05
1658361886000,2.2506659508292695e-05
1658361887000,2.1908439778622926e-05
1658361888000,1.937097230139228e-05
1658361889000,1.8144403407113515e-05
1658361890000,1.558190455961336e-05
1658361891000,1.2473596561833001e-05
1658361892000,1.1103697043907801e-05
1658361893000,9.373824926360108e-06
1658361894000,6.79807616750884e-06
1658361895000,2.8935058703514135e-06
1658361896000,2.4393597066730495e-06
1658361897000,2.2202742906834157e-06
1658361898000,2.66112705863632e-06
1658361899000,3.748534685356962e-06
1658361900000,3.901851566408948e-06
1658361901000,3.9785609670357675e-06
1658361902000,3.902354891912263e-06
1658361903000,3.830667416501526e-06
1658361904000,3.6352226548076025e-06
1658361905000,3.4621211097965863e-06
1658361906000,3.2382711436846936e-06
1658361907000,2.377898231634674e-06
1658361908000,1.289660087193209e-06
1658361909000,9.761703679478926e-07
1658361910000,1.0137937550507172e-06
1658361911000,1.1098801331842398e-06
1658361912000,3.0079911858150426e-06
1658361913000,8.69361195872655e-06
1658361914000,1.2768184219316727e-05
1658361915000,1.2765202701095083e-05
1658361916000,1.275970219088376e-05
1658361917000,1.2563570988069568e-05
1658361918000,1.2340829046962688e-05
1658361919000,1.1762020403271293e-05
1658361920000,1.1429919315357502e-05
1658361921000,1.1105691733922453e-05
1658361922000,8.338499775883139e-06
1658361923000,3.3977019731311215e-06
1658361924000,2.3334742138374777e-06
1658361925000,2.1015867021542364e-06
1658361926000,2.633535684982896e-06
1658361927000,2.884752902408137e-06
1658361928000,3.3176679181643704e-06
1658361929000,4.062490188369861e-06
1658361930000,5.083306010854393e-06
1658361931000,5.071884024839675e-06
1658361932000,4.8318670072236935e-06
1658361933000,4.583666654545031e-06
1658361934000,4.420407221058933e-06
1658361935000,3.6744700439395904e-06
1658361936000,2.6799668323015845e-06
1658361937000,2.1333120747261448e-06
1658361938000,1.6354070481146586e-06
1658361939000,1.6641005886773516e-06
1658361940000,1.554563175516357e-06
1658361941000,1.5343293866283652e-06
1658361942000,1.4719601443894466e-06
1658361943000,1.3844373104877303e-06
1658361944000,1.456397524717837e-06
1658361945000,1.6428517698568126e-06
1658361946000,1.8823415940110225e-06
1658361947000,1.848968664175067e-06
1658361948000,2.071390219016374e-06
1658361949000,2.2166404331049814e-06
1658361950000,2.395208596644115e-06
1658361951000,2.80624304007739e-06
1658361952000,3.0593095626271748e-06
1658361953000,3.172144385109537e-06
1658361954000,3.0088626485528924e-06
1658361955000,2.6718699236459647e-06
1658361956000,2.266911751456219e-06
1658361957000,2.2532028485967907e-06
1658361958000,1.9851519847041304e-06
1658361959000,1.953542047313003e-06
1658361960000,1.3844373104877303e-06
1658361961000,9.537935951892537e-07
1658361962000,4.3301270189265233e-07
1658361963000,4.615384615389231e-07
1658361964000,4.791574237504341e-07
1658361965000,4.898979485571255e-07
1658361966000,4.960783708251069e-07
1658361967000,4.991341984851209e-07
1658361968000,4.991341984851209e-07
1658361969000,4.921529567852426e-07
1658361970000,1.131493180099446e-06
1658361971000,1.4487116456020373e-06
1658361972000,4.432550056119755e-06
1658361973000,7.861629132693661e-06
1658361974000,8.904166748968491e-06
1658361975000,9.47400844085902e-06
1658361976000,1.0207039469360766e-05
1658361977000,1.0806612418899253e-05
1658361978000,1.3797069001570225e-05
1658361979000,1.394523011434894e-05
1658361980000,1.403029249965066e-05
1658361981000,1.4212579546140775e-05
1658361982000,1.1760639309207763e-05
1658361983000,8.924622618851193e-06
1658361984000,6.353077994171627e-06
1658361985000,5.796122956108586e-06
1658361986000,5.132264222974702e-06
1658361987000,3.9673668849744395e-06
1658361988000,4.567518168788671e-06
1658361989000,4.896563219334592e-06
1658361990000,4.645039169789451e-06
1658361991000,4.321406740056548e-06
1658361992000,3.6230571634830784e-06
1658361993000,3.5400361517459954e-06
1658361994000,3.1556932677293004e-06
1658361995000,4.349159387365729e-06
1658361996000,4.883070243196046e-06
1658361997000,5.440306864093239e-06
1658361998000,6.055873840115788e-06
1658361999000,6.444331754705163e-06
1658362000000,6.748758835297781e-06
1658362001000,6.919207507073463e-06
1658362002000,7.029204949509594e-06
1658362003000,7.02967649375069e-06
1658362004000,6.814151913928513e-06
1658362005000,4.493441933323627e-06
1658362006000,6.592775694500564e-06
1658362007000,6.459537412441982e-06
1658362008000,6.613383559512935e-06
1658362009000,6.795855702491541e-06
1658362010000,7.587303995904772e-06
1658362011000,8.356428901035553e-06
1658362012000,9.927286658910757e-06
1658362013000,1.0780450465769807e-05
1658362014000,1.1441956447520276e-05
1658362015000,1.200100973642983e-05
1658362016000,1.456871648430312e-05
1658362017000,1.4584676985389954e-05
1658362018000,1.2111461513789299e-05
1658362019000,9.720307351108001e-06
1658362020000,5.931460378543168e-06
1658362021000,5.26455653930607e-06
1658362022000,5.303788977210833e-06
1658362023000,5.8374985129659396e-06
1658362024000,5.917840259192792e-06
1658362025000,5.663602112514308e-06
1658362026000,5.48478260614528e-06
1658362027000,5.553083350163599e-06
1658362028000,5.579326920774139e-06
1658362029000,5.482902718652545e-06
1658362030000,5.264556539305121e-06
1658362031000,4.478975830452789e-06
1658362032000,3.881536619767787e-06
1658362033000,3.881536619767787e-06
1658362034000,3.881536619767787e-06
1658362035000,4.8036228248848435e-06
1658362036000,1.664230961819977e-05
1658362037000,1.698020659984965e-05
1658362038000,1.7216149169949345e-05
1658362039000,1.7317243328610293e-05
1658362040000,1.7725052891317066e-05
1658362041000,1.8075787309355096e-05
1658362042000,1.830263144108044e-05
1658362043000,1.8587294809752087e-05
1658362044000,1.8646672965930703e-05
1658362045000,1.6713522100012336e-05
1658362046000,7.990759491612431e-06
1658362047000,5.5325823496438175e-06
1658362048000,3.4299633288853457e-06
1658362049000,2.980240919373526e-06
1658362050000,3.4304760733736266e-06
1658362051000,3.5664720920563006e-06
1658362052000,3.673999169327719e-06
1658362053000,3.80504582133397e-06
1658362054000,4.08441537794887e-06
1658362055000,1.291034892214836e-05
1658362056000,1.3963280928412362e-05
1658362057000,1.367493751299705e-05
1658362058000,1.2892568245785622e-05
1658362059000,1.2093994020092318e-05
1658362060000,1.0988415159260745e-05
1658362061000,1.0437317663078657e-05
1658362062000,1.0104246306351984e-05
1658362063000,9.533624035219705e-06
1658362064000,8.93477738466984e-06
1658362065000,8.681223206649715e-06
1658362066000,8.912087641091194e-06
1658362067000,9.125614741595583e-06
1658362068000,9.282987101426553e-06
1658362069000,1.0083175802560585e-05
1658362070000,1.025807678768307e-05
1658362071000,1.135695244456321e-05
1658362072000,1.0918611014317587e-05
1658362073000,9.271426134124078e-06
1658362074000,7.991939298440874e-06
1658362075000,6.539880061395982e-06
1658362076000,5.15805734317944e-06
1658362077000,2.2849180466916837e-06
1658362078000,5.772370521536619e-06
1658362079000,1.0635975128880545e-05
1658362080000,1.0820738606953829e-05
1658362081000,1.063230447445529e-05
1658362082000,1.0941966104052492e-05
1658362083000,1.0617195119934988e-05
1658362084000,1.0377293985437318e-05
1658362085000,1.0296535718806489e-05
1658362086000,1.0158440342110805e-05
1658362087000,1.0063275397516337e-05
1658362088000,8.618244083334988e-06
1658362089000,5.533918369858879e-06
1658362090000,6.3880264112045795e-06
1658362091000,8.643640555103461e-06
1658362092000,1.0747356825992653e-05
1658362093000,1.3579568290085756e-05
1658362094000,1.3442259331577794e-05
1658362095000,1.2736980716185012e-05
1658362096000,1.232028980244578e-05
1658362097000,1.015842507478172e-05
1658362098000,9.2630126118058e-06
1658362099000,5.903388857258732e-06
1658362100000,4.041451884331422e-06
1658362101000,5.771698190310778e-06
1658362102000,6.866990283639052e-06
1658362103000,8.14876474466619e-06
1658362104000,1.3219680220426238e-05
1658362105000,1.3250669677929162e-05
1658362106000,1.3061227479272966e-05
1658362107000,1.2879021831233039e-05
1658362108000,1.2085857530592493e-05
1658362109000,1.203285981532147e-05
1658362110000,1.1687151328396976e-05
1658362111000,1.1044153807936383e-05
1658362112000,1.1123992533104594e-05
1658362113000,1.0892607074934263e-05
1658362114000,6.948201206069009e-06
1658362115000,6.695597428965512e-06
1658362116000,5.346446252853118e-06
1658362117000,4.241008085881013e-06
1658362118000,3.330091015702377e-06
1658362119000,2.877924422150172e-06
1658362120000,3.630082895219956e-06
1658362121000,5.634439952671256e-06
1658362122000,6.49973364039845e-06
1658362123000,6.33692636871141e-06
1658362124000,6.021322656244776e-06
1658362125000,6.300261629676746e-06
1658362126000,6.230401112518842e-06
1658362127000,5.925217676879782e-06
1658362128000,5.89866870648734e-06
1658362129000,5.374258373133638e-06
1658362130000,4.7611594232111265e-06
1658362131000,4.107038908389704e-06
1658362132000,3.999999999997878e-06
1658362133000,3.6550478793011434e-06
1658362134000,2.9999999999970532e-06
1658362135000,2.1852940772500154e-06
1658362136000,1.7728105208508997e-06
1658362137000,1.7307673314280585e-06
1658362138000,1.65193489244382e-06
1658362139000,1.6092991486933442e-06
1658362140000,1.5696075369514903e-06
1658362141000,1.35640840088437e-06
1658362142000,9.285592184768145e-07
1658362143000,3.608012122944708e-07
1658362144000,2.6646935501086295e-07
1658362145000,1.3877787807814457e-17
1658362146000,5.527707983892838e-07
1658362147000,7.453559924955034e-07
1658362148000,1.0374916331609132e-06
1658362149000,1.3819269959766616e-06
1658362150000,1.5877132402666852e-06
1658362151000,1.692307692302931e-06
1658362152000,1.868099547227218e-06
1658362153000,1.9821424996381328e-06
1658362154000,2.0253495541043433e-06
1658362155000,2.6954231805856736e-06
1658362156000,3.931167973091319e-06
1658362157000,4.514667454224726e-06
1658362158000,4.898580789373561e-06
1658362159000,5.138321102270697e-06
1658362160000,5.0307647281552155e-06
1658362161000,5.0765762377442335e-06
1658362162000,4.9469406932235575e-06
1658362163000,4.696005657561177e-06
1658362164000,4.618802153521625e-06
1658362165000,4.691006306353574e-06
1658362166000,4.632176994886343e-06
1658362167000,4.57783761423056e-06
1658362168000,4.671435136896252e-06
1658362169000,4.0517485937184585e-06
1658362170000,3.5354002348306876e-06
1658362171000,3.1472975775429493e-06
1658362172000,2.669579379656365e-06
1658362173000,2.5817823300993697e-06
1658362174000,2.0554721371148866e-06
1658362175000,2.5067954979717877e-06
1658362176000,3.3681311242669706e-06
1658362177000,3.6078426969098683e-06
1658362178000,3.453621287869279e-06
1658362179000,3.1348029634088356e-06
1658362180000,3.122498999202322e-06
1658362181000,3.122498999202322e-06
1658362182000,3.0858534232040275e-06
1658362183000,3.122498999202322e-06
1658362184000,3.1705629051987874e-06
1658362185000,3.2212934206557172e-06
1658362186000,2.9308701779535002e-06
1658362187000,2.495495942696052e-06
1658362188000,1.8601075237756876e-06
1658362189000,1.8528065871898984e-06
1658362190000,9.565200236050396e-07
1658362191000,1.0886621079047234e-06
1658362192000,1.175862688083628e-06
1658362193000,1.3635890143308281e-06
1658362194000,1.4710847591533018e-06
1658362195000,1.518970122550399e-06
1658362196000,1.4987995196171145e-06
1658362197000,1.4571423708385998e-06
1658362198000,1.4135996211420283e-06
1658362199000,1.3344355872381004e-06
1658362200000,8.908708063756387e-07
1658362201000,4.823763889432025e-07
1658362202000,4.778846120378873e-07
1658362203000,4.791574237504342e-07
1658362204000,4.930066485921278e-07
1658362205000,1.5860503004509621e-06
1658362206000,3.471666622213955e-06
1658362207000,3.7178911605142033e-06
1658362208000,4.069397989873297e-06
1658362209000,4.948168853220922e-06
1658362210000,5.184592558725049e-06
1658362211000,5.462621777716242e-06
1658362212000,6.20601711546957e-06
1658362213000,7.600477510172549e-06
1658362214000,7.525211549468855e-06
1658362215000,6.784736771697227e-06
1658362216000,5.820139468905167e-06
1658362217000,6.642665127794305e-06
1658362218000,8.422089309685142e-06
1658362219000,7.905590195838676e-06
1658362220000,7.589539382154093e-06
1658362221000,7.368818675872935e-06
1658362222000,6.356417261639184e-06
1658362223000,4.637221854801177e-06
1658362224000,3.0499836065163704e-06
1658362225000,2.597742075130321e-06
1658362226000,1.8324913891652375e-06
1658362227000,1.5427823938578183e-06
1658362228000,2.802375025784321e-06
1658362229000,3.2682473044790627e-06
1658362230000,3.625948151866805e-06
1658362231000,3.6759305453161444e-06
1658362232000,3.711925827899598e-06
1658362233000,3.7152930768016736e-06
1658362234000,3.6996621467408854e-06
1658362235000,3.680434756931183e-06
1658362236000,3.0334492016474124e-06
1658362237000,2.2563042992733214e-06
1658362238000,4.769696007089498e-07
1658362239000,4.648295192808779e-07
1658362240000,4.5564509955426945e-07
1658362241000,4.241825029961876e-07
1658362242000,3.9031237490029024e-07
1658362243000,4.103259033245553e-07
1658362244000,4.213250442351645e-07
1658362245000,4.791574237504342e-07
1658362246000,4.948716593058884e-07
1658362247000,4.985185152626417e-07
1658362248000,4.791574237504342e-07
1658362249000,4.6153846153892314e-07
1658362250000,4.6153846153892314e-07
1658362251000,4.517539514530774e-07
1658362252000,4.422166387144955e-07
1658362253000,4.330127018926524e-07
1658362254000,3.3993463423985895e-07
1658362255000,2.0393111999252699e-07
1658362256000,1.379052469737652e-06
1658362257000,1.7721444263306748e-06
1658362258000,2.03038148622373e-06
1658362259000,2.1194844969664103e-06
1658362260000,2.1869778170635168e-06
1658362261000,2.702179703117332e-06
1658362262000,6.3578155196442105e-06
1658362263000,7.016380251721868e-06
1658362264000,7.4875534477337375e-06
1658362265000,8.145927758902887e-06
1658362266000,8.100042195397945e-06
1658362267000,8.234103078947983e-06
1658362268000,8.208164302622087e-06
1658362269000,8.136945160391287e-06
1658362270000,8.329742816234977e-06
1658362271000,7.731779072540375e-06
1658362272000,5.25991127935227e-06
1658362273000,2.9553976043812596e-06
1658362274000,2.2420659009319028e-06
1658362275000,5.894913061281694e-07
1658362276000,5.471012044327404e-07
1658362277000,4.856209060569413e-07
1658362278000,4.916660830183084e-07
1658362279000,4.979295977324671e-07
1658362280000,4.937279747187496e-07
1658362281000,5.994789404146894e-07
1658362282000,7.118052168027993e-07
1658362283000,9.819805060629478e-07
1658362284000,2.2415823335391323e-06
1658362285000,2.6457513110672364e-06
1658362286000,3.086639556219523e-06
1658362287000,3.2221455929617752e-06
1658362288000,3.255081497532243e-06
1658362289000,3.2000000000032e-06
1658362290000,3.1126980079841133e-06
1658362291000,3.0214051183029313e-06
1658362292000,3.0618621784820347e-06
1658362293000,3.1997229797022874e-06
1658362294000,3.543810625587253e-06
1658362295000,4.897384506041776e-06
1658362296000,5.196485370673069e-06
1658362297000,5.168442973291587e-06
1658362298000,4.900391905801381e-06
1658362299000,4.573127464840296e-06
1658362300000,4.056691682248787e-06
1658362301000,4.0414518843251265e-06
1658362302000,3.179736882758638e-06
1658362303000,2.653299832280836e-06
1658362304000,2.445858177042809e-06
1658362305000,3.608012122944708e-07
1658362306000,6.236095644629473e-07
1658362307000,9.537935951892537e-07
1658362308000,1.140953613400474e-06
1658362309000,1.2226601977600578e-06
1658362310000,1.2777531300011578e-06
1658362311000,2.5674337335838963e-06
1658362312000,4.509889172259274e-06
1658362313000,4.5518922640405766e-06
1658362314000,4.621400298639399e-06
1658362315000,4.629185984697549e-06
1658362316000,4.703987670053998e-06
1658362317000,4.530597729823744e-06
1658362318000,4.2932620191917424e-06
1658362319000,3.947573094108459e-06
1658362320000,3.0576920984371286e-06
1658362321000,2.412481959338501e-06
1658362322000,2.8252826800528054e-06
1658362323000,3.753516869401948e-06
1658362324000,4.817591065404822e-06
1658362325000,5.2352921622083115e-06
1658362326000,5.7891962222236265e-06
1658362327000,5.881798666696154e-06
1658362328000,5.755092853290185e-06
1658362329000,5.442526412429296e-06
1658362330000,4.716898869817416e-06
1658362331000,4.652425359786383e-06
1658362332000,3.24437229014821e-06
1658362333000,1.4086784586963337e-06
1658362334000,4.960783708251069e-07
1658362335000,4.921529567852426e-07
1658362336000,4.960783708251069e-07
1658362337000,5.000000000004999e-07
1658362338000,7.848037684788045e-07
1658362339000,2.264187096922124e-06
1658362340000,2.1971572542696327e-06
1658362341000,2.1880356487018547e-06
1658362342000,2.351358945138977e-06
1658362343000,3.835727149860723e-06
1658362344000,4.7512518838387665e-06
1658362345000,5.4765937940283285e-06
1658362346000,6.073725249656888e-06
1658362347000,6.496466857659515e-06
1658362348000,1.012271579172544e-05
1658362349000,1.1483095217796113e-05
1658362350000,1.1168490242063703e-05
1658362351000,1.0893712308664882e-05
1658362352000,8.759245115877172e-06
1658362353000,6.499050262998628e-06
1658362354000,5.1017332016573436e-06
1658362355000,4.569815969278548e-06
1658362356000,3.921924003504908e-06
1658362357000,3.7848724569743488e-06
1658362358000,2.3351244340357658e-06
1658362359000,1.6468206157846528e-06
1658362360000,1.1659223816329904e-06
1658362361000,2.94859540731276e-06
1658362362000,4.9403466268452655e-06
1658362363000,1.1555403227494265e-05
1658362364000,1.1704032424766594e-05
1658362365000,1.1990480653317068e-05
1658362366000,1.1990480653317151e-05
1658362367000,1.1966396144127879e-05
1658362368000,1.1839943245445184e-05
1658362369000,1.1689613288023333e-05
1658362370000,1.1211302181387916e-05
1658362371000,9.08226375213136e-06
1658362372000,5.865983575976354e-06
1658362373000,1.4452137071326013e-06
1658362374000,1.1973277537908204e-06
1658362375000,1.146128032746807e-06
1658362376000,1.8633899812464129e-06
1658362377000,2.688790032099147e-06
1658362378000,2.763648874589787e-06
1658362379000,2.8212025225868615e-06
1658362380000,2.8674417556776126e-06
1658362381000,3.1715286140886444e-06
1658362382000,3.2923917977643894e-06
1658362383000,3.292391797764966e-06
1658362384000,3.1715286140904393e-06
1658362385000,2.373321103693252e-06
1658362386000,2.1440472885455203e-06
1658362387000,1.5986105077725054e-06
1658362388000,1.3819269959827986e-06
1658362389000,1.2555432644445361e-06
1658362390000,1.4595127662330195e-06
1658362391000,1.5859716650854802e-06
1658362392000,1.6679994670945753e-06
1658362393000,3.1951813209065496e-06
1658362394000,4.177992496615007e-06
1658362395000,4.720595690019576e-06
1658362396000,5.37842913869705e-06
1658362397000,5.234500931319567e-06
1658362398000,5.38495426408542e-06
1658362399000,5.214163403652845e-06
1658362400000,5.263574395741142e-06
1658362401000,4.4777226354481494e-06
1658362402000,4.394658051611032e-06
1658362403000,6.538664407310044e-06
1658362404000,8.666824943159767e-06
1658362405000,9.28293269964875e-06
1658362406000,9.321804023136687e-06
1658362407000,9.164813236116736e-06
1658362408000,8.290091892299324e-06
1658362409000,7.62559242708019e-06
1658362410000,6.748888797424322e-06
1658362411000,5.5948135856503255e-06
1658362412000,4.637555951982254e-06
